순번,대분류,상품명,대여횟수,제조사,구성품,장난감나라 위치
689,신체,올인원 아기체육관,55,아이존,,"서울특별시 용산구 백범로 329, 1층"
690,신체,올인원 아기체육관,52,아이존,,"서울특별시 용산구 백범로 329, 1층"
691,사회,아이스크림 가게놀이,49,TOP BRIGHT,,"서울특별시 용산구 백범로 329, 1층"
692,사회,아이스크림 가게놀이,53,TOP BRIGHT,,"서울특별시 용산구 백범로 329, 1층"
693,사회,탑탑젠가,19,코리아 보드게임즈,,"서울특별시 용산구 백범로 329, 1층"
694,사회,탑탑젠가,23,코리아 보드게임즈,,"서울특별시 용산구 백범로 329, 1층"
695,사회,탑탑젠가,17,코리아 보드게임즈,,"서울특별시 용산구 백범로 329, 1층"
696,사회,롯릿,21,골리앗,,"서울특별시 용산구 백범로 329, 1층"
697,사회,롯릿,23,골리앗,,"서울특별시 용산구 백범로 329, 1층"
698,사회,롯릿,22,골리앗,,"서울특별시 용산구 백범로 329, 1층"
699,사회,코코너츠,46,코리아 보드게임즈,,"서울특별시 용산구 백범로 329, 1층"
700,사회,코코너츠,46,코리아 보드게임즈,,"서울특별시 용산구 백범로 329, 1층"
702,사회,치킨차차 딜럭스,37,코리아 보드게임즈,,"서울특별시 용산구 백범로 329, 1층"
703,사회,치킨차차 딜럭스,34,코리아 보드게임즈,,"서울특별시 용산구 백범로 329, 1층"
704,사회,치킨차차 딜럭스,33,코리아 보드게임즈,,"서울특별시 용산구 백범로 329, 1층"
705,사회,도전골든벨 OX퀴즈,37,코리아 보드게임즈,,"서울특별시 용산구 백범로 329, 1층"
707,사회,도전골든벨 OX퀴즈,37,코리아 보드게임즈,,"서울특별시 용산구 백범로 329, 1층"
708,언어,리틀퓨처북 폴리펜,47,토이드론,,"서울특별시 용산구 백범로 329, 1층"
709,언어,리틀퓨처북 폴리펜,50,토이드론,,"서울특별시 용산구 백범로 329, 1층"
710,언어,리틀퓨처북 폴리펜,51,토이드론,,"서울특별시 용산구 백범로 329, 1층"
711,언어,리틀퓨처북 겨울왕국,34,토이드론,,"서울특별시 용산구 백범로 329, 1층"
712,언어,리틀퓨처북 겨울왕국,59,토이드론,,"서울특별시 용산구 백범로 329, 1층"
713,언어,리틀퓨처북 겨울왕국,59,토이드론,,"서울특별시 용산구 백범로 329, 1층"
714,언어,리틀퓨처북 신비아파트,26,토이드론,,"서울특별시 용산구 백범로 329, 1층"
715,언어,리틀퓨처북 신비아파트,11,토이드론,,"서울특별시 용산구 백범로 329, 1층"
716,언어,리틀퓨처북 신비아파트,17,토이드론,,"서울특별시 용산구 백범로 329, 1층"
717,언어,주니어퓨처북 옥토넛펜,49,토이드론,,"서울특별시 용산구 백범로 329, 1층"
718,언어,주니어퓨처북 옥토넛펜,55,토이드론,,"서울특별시 용산구 백범로 329, 1층"
720,"조작,탐색",러닝푸드트럭,67,피셔프라이스,"총10개-본체, 음식모형5개, 음료모형3개, 메뉴판","서울특별시 용산구 백범로 329, 1층"
721,"조작,탐색",러닝푸드트럭,68,피셔프라이스,"총10개-본체, 음식모형5개, 음료모형3개, 메뉴판","서울특별시 용산구 백범로 329, 1층"
722,"조작,탐색",러닝푸드트럭,67,피셔프라이스,"총10개-본체, 음식모형5개, 음료모형3개, 메뉴판","서울특별시 용산구 백범로 329, 1층"
723,"조작,탐색",움직이는 정글 미로,26,하페,본체1개,"서울특별시 용산구 백범로 329, 1층"
724,"조작,탐색",움직이는 정글 미로,24,하페,본체1개,"서울특별시 용산구 백범로 329, 1층"
725,"조작,탐색",움직이는 정글 미로,23,하페,본체1개,"서울특별시 용산구 백범로 329, 1층"
726,역할놀이,보글보글 인덕션,14,하페,"총8개-인덕션, 카드3장, 뒤집개, 냄비, 후추통, 소금통","서울특별시 용산구 백범로 329, 1층"
727,역할놀이,보글보글 인덕션,29,하페,"총8개-인덕션, 카드3장, 뒤집개, 냄비, 후추통, 소금통","서울특별시 용산구 백범로 329, 1층"
728,역할놀이,보글보글 인덕션,25,하페,"총8개-인덕션, 카드3장, 뒤집개, 냄비, 후추통, 소금통","서울특별시 용산구 백범로 329, 1층"
729,"조작,탐색",오볼 디즈니 미니카(미키마우스),22,브라이트스타트,본체 1개,"서울특별시 용산구 백범로 329, 1층"
730,"조작,탐색",오볼 디즈니 미니카(미키마우스),20,브라이트스타트,본체 1개,"서울특별시 용산구 백범로 329, 1층"
731,"조작,탐색",오볼 디즈니 미니카(미키마우스),16,브라이트스타트,본체 1개,"서울특별시 용산구 백범로 329, 1층"
732,신체,징검다리 건너기,37,키드짐,"총6개-큰돌3개, 작은돌3개","서울특별시 용산구 백범로 329, 1층"
733,신체,징검다리 건너기,39,키드짐,"총6개-큰돌3개, 작은돌3개","서울특별시 용산구 백범로 329, 1층"
734,신체,징검다리 건너기,37,키드짐,"총6개-큰돌3개, 작은돌3개","서울특별시 용산구 백범로 329, 1층"
735,역할놀이,첫번째 주방놀이 세트,30,하페,"총5개-가스레인지, 프라이펜, 냄비, 뒤집개, 국자","서울특별시 용산구 백범로 329, 1층"
736,역할놀이,첫번째 주방놀이 세트,33,하페,"총5개-가스레인지, 프라이펜, 냄비, 뒤집개, 국자","서울특별시 용산구 백범로 329, 1층"
737,역할놀이,첫번째 주방놀이 세트,38,하페,"총5개-가스레인지, 프라이펜, 냄비, 뒤집개, 국자","서울특별시 용산구 백범로 329, 1층"
738,"조작,탐색",타요 킨더버스,58,바니랜드,본체1개,"서울특별시 용산구 백범로 329, 1층"
740,"조작,탐색",뽀로로 힘센 덤프트럭,72,바니랜드,"총2개-덤프트럭, 화물짐","서울특별시 용산구 백범로 329, 1층"
741,"조작,탐색",뽀로로 힘센 덤프트럭,73,바니랜드,"총2개-덤프트럭, 화물짐","서울특별시 용산구 백범로 329, 1층"
742,"조작,탐색",뽀로로 힘센 덤프트럭,69,바니랜드,"총2개-덤프트럭, 화물짐","서울특별시 용산구 백범로 329, 1층"
743,신체,4in1 우주 멀티플 농구대,60,베네베네,"총11개-본체, 농구공, 축구공, 골프채, 골프공2개, 링5개","서울특별시 용산구 백범로 329, 1층"
744,신체,4in1 우주 멀티플 농구대,55,베네베네,"총11개-본체, 농구공, 축구공, 골프채, 골프공2개, 링5개","서울특별시 용산구 백범로 329, 1층"
745,신체,4in1 우주 멀티플 농구대,51,베네베네,"총11개-본체, 농구공, 축구공, 골프채, 골프공2개, 링5개","서울특별시 용산구 백범로 329, 1층"
746,"조작,탐색",월드컵 축구게임(대),62,벧엘스포츠,"본체, 공","서울특별시 용산구 백범로 329, 1층"
747,"조작,탐색",월드컵 축구게임(대),62,벧엘스포츠,"본체, 공","서울특별시 용산구 백범로 329, 1층"
748,"조작,탐색",월드컵 축구게임(대),44,벧엘스포츠,"본체, 공","서울특별시 용산구 백범로 329, 1층"
749,음률,뮤지컬 팜,39,브랜드B,"총7개-본체, 동물6마리","서울특별시 용산구 백범로 329, 1층"
750,음률,뮤지컬 팜,53,브랜드B,"총7개-본체, 동물6마리","서울특별시 용산구 백범로 329, 1층"
751,음률,뮤지컬 팜,54,브랜드B,"총7개-본체, 동물6마리","서울특별시 용산구 백범로 329, 1층"
753,역할놀이,말랑말랑 과일야채21종,28,브레인숲,"총21개-과일9종, 야채12종","서울특별시 용산구 백범로 329, 1층"
754,역할놀이,말랑말랑 과일야채21종,19,브레인숲,"총21개-과일9종, 야채12종","서울특별시 용산구 백범로 329, 1층"
755,역할놀이,말랑말랑 재미있는 미용놀이,26,브레인숲,"총11개-미용용품10개, 보관함","서울특별시 용산구 백범로 329, 1층"
756,역할놀이,말랑말랑 재미있는 미용놀이,54,브레인숲,"총11개-미용용품10개, 보관함","서울특별시 용산구 백범로 329, 1층"
757,역할놀이,말랑말랑 재미있는 미용놀이,39,브레인숲,"총11개-미용용품10개, 보관함","서울특별시 용산구 백범로 329, 1층"
758,역할놀이,말랑말랑 재미있는 병원놀이,43,브레인숲,"총11개-케이스, 구성물10개","서울특별시 용산구 백범로 329, 1층"
759,역할놀이,말랑말랑 재미있는 병원놀이,45,브레인숲,"총11개-케이스, 구성물10개","서울특별시 용산구 백범로 329, 1층"
760,역할놀이,말랑말랑 재미있는 병원놀이,42,브레인숲,"총11개-케이스, 구성물10개","서울특별시 용산구 백범로 329, 1층"
761,"조작,탐색",노래하는 버드 하우스,54,브이텍,"총4개-본체, 아기새3개","서울특별시 용산구 백범로 329, 1층"
762,"조작,탐색",노래하는 버드 하우스,64,브이텍,"총4개-본체, 아기새3개","서울특별시 용산구 백범로 329, 1층"
763,"조작,탐색",노래하는 버드 하우스,62,브이텍,"총4개-본체, 아기새3개","서울특별시 용산구 백범로 329, 1층"
764,"조작,탐색",쥬미쥬즈 트리 하우스,63,브이텍,"총5개-본체, 오뚝이4개","서울특별시 용산구 백범로 329, 1층"
765,"조작,탐색",쥬미쥬즈 트리 하우스,62,브이텍,"총5개-본체, 오뚝이4개","서울특별시 용산구 백범로 329, 1층"
766,"조작,탐색",쥬미쥬즈 트리 하우스,67,브이텍,"총5개-본체, 오뚝이4개","서울특별시 용산구 백범로 329, 1층"
767,역할놀이,투인원 샵앤쿡 플레이세트,59,브이텍,"총21개-본체, 식재료20개","서울특별시 용산구 백범로 329, 1층"
768,역할놀이,투인원 샵앤쿡 플레이세트,59,브이텍,"총21개-본체, 식재료20개","서울특별시 용산구 백범로 329, 1층"
769,역할놀이,투인원 샵앤쿡 플레이세트,60,브이텍,"총21개-본체, 식재료20개","서울특별시 용산구 백범로 329, 1층"
770,"조작,탐색",빙글빙글 스피닝 헬리콥터,31,브이텍,본체1개,"서울특별시 용산구 백범로 329, 1층"
771,"조작,탐색",빙글빙글 스피닝 헬리콥터,29,브이텍,본체1개,"서울특별시 용산구 백범로 329, 1층"
772,"조작,탐색",빙글빙글 스피닝 헬리콥터,35,브이텍,본체1개,"서울특별시 용산구 백범로 329, 1층"
773,신체,두가지 공놀이 스포트센터,70,브이텍,"총3개-스포츠센터, 축구공, 농구공","서울특별시 용산구 백범로 329, 1층"
774,신체,두가지 공놀이 스포트센터,67,브이텍,"총3개-스포츠센터, 축구공, 농구공","서울특별시 용산구 백범로 329, 1층"
775,신체,두가지 공놀이 스포트센터,62,브이텍,"총3개-스포츠센터, 축구공, 농구공","서울특별시 용산구 백범로 329, 1층"
776,"조작,탐색",스마트 러닝 액티비티 큐브,34,브이텍,"총5개-큐브, 도형4개","서울특별시 용산구 백범로 329, 1층"
777,"조작,탐색",스마트 러닝 액티비티 큐브,40,브이텍,"총5개-큐브, 도형4개","서울특별시 용산구 백범로 329, 1층"
778,"조작,탐색",스마트 러닝 액티비티 큐브,44,브이텍,"총5개-큐브, 도형4개","서울특별시 용산구 백범로 329, 1층"
779,"조작,탐색",액티비티 캐슬 도형놀이,19,비키즈,"총13개-본체, 알파벳블럭4개, 도형블럭4개, 왕국캐릭터4개","서울특별시 용산구 백범로 329, 1층"
780,"조작,탐색",액티비티 캐슬 도형놀이,33,비키즈,"총13개-본체, 알파벳블럭4개, 도형블럭4개, 왕국캐릭터4개","서울특별시 용산구 백범로 329, 1층"
781,"조작,탐색",액티비티 캐슬 도형놀이,36,비키즈,"총13개-본체, 알파벳블럭4개, 도형블럭4개, 왕국캐릭터4개","서울특별시 용산구 백범로 329, 1층"
785,언어,핑크퐁 한글버스,50,스마트스터디,본체1개,"서울특별시 용산구 백범로 329, 1층"
786,언어,핑크퐁 한글버스,64,스마트스터디,본체1개,"서울특별시 용산구 백범로 329, 1층"
787,언어,핑크퐁 한글버스,63,스마트스터디,본체1개,"서울특별시 용산구 백범로 329, 1층"
789,역할놀이,핑크퐁 청소기,65,아이플러스,본체1개,"서울특별시 용산구 백범로 329, 1층"
790,역할놀이,핑크퐁 청소기,71,아이플러스,본체1개,"서울특별시 용산구 백범로 329, 1층"
791,역할놀이,콩순이 편의점,63,영실업,총15개,"서울특별시 용산구 백범로 329, 1층"
792,역할놀이,콩순이 편의점,72,영실업,총15개,"서울특별시 용산구 백범로 329, 1층"
793,역할놀이,콩순이 편의점,70,영실업,총15개,"서울특별시 용산구 백범로 329, 1층"
795,역할놀이,콩순이 숫자놀이계산대,63,영실업,총25개,"서울특별시 용산구 백범로 329, 1층"
796,역할놀이,콩순이 숫자놀이계산대,57,영실업,총25개,"서울특별시 용산구 백범로 329, 1층"
797,"조작,탐색",타요친구 말하는 크리스,70,영진완구,본체1개,"서울특별시 용산구 백범로 329, 1층"
798,"조작,탐색",타요친구 말하는 크리스,71,영진완구,본체1개,"서울특별시 용산구 백범로 329, 1층"
799,"조작,탐색",타요친구 말하는 크리스,72,영진완구,본체1개,"서울특별시 용산구 백범로 329, 1층"
800,"조작,탐색",뽀로로 어린이 버스,76,원더키드,본체1개,"서울특별시 용산구 백범로 329, 1층"
801,"조작,탐색",뽀로로 어린이 버스,70,원더키드,본체1개,"서울특별시 용산구 백범로 329, 1층"
802,"조작,탐색",뽀로로 어린이 버스,48,원더키드,본체1개,"서울특별시 용산구 백범로 329, 1층"
809,음률,뽀로로 빙글빙글 춤추는 노래방,69,주영아이,"총6개-본체,인형5개","서울특별시 용산구 백범로 329, 1층"
811,음률,뽀로로 빙글빙글 춤추는 노래방,74,주영아이,"총6개-본체,인형5개","서울특별시 용산구 백범로 329, 1층"
812,역할놀이,걸스타일 미용세트,18,캐스B,구성물 15개,"서울특별시 용산구 백범로 329, 1층"
813,역할놀이,걸스타일 미용세트,17,캐스B,구성물 15개,"서울특별시 용산구 백범로 329, 1층"
814,역할놀이,걸스타일 미용세트,17,캐스B,구성물 15개,"서울특별시 용산구 백범로 329, 1층"
815,"조작,탐색",노래하는 핑크퐁 비행기,54,코니스,본체1개,"서울특별시 용산구 백범로 329, 1층"
816,"조작,탐색",노래하는 핑크퐁 비행기,64,코니스,본체1개,"서울특별시 용산구 백범로 329, 1층"
818,"조작,탐색",개구리 낚시 놀이,58,키움하우스,"총11개-본판, 낚시대3개, 개구리7개","서울특별시 용산구 백범로 329, 1층"
819,"조작,탐색",개구리 낚시 놀이,54,키움하우스,"총11개-본판, 낚시대3개, 개구리7개","서울특별시 용산구 백범로 329, 1층"
820,"조작,탐색",개구리 낚시 놀이,37,키움하우스,"총11개-본판, 낚시대3개, 개구리7개","서울특별시 용산구 백범로 329, 1층"
821,"조작,탐색",수지테이크얼롱 프로젝트수더모빌,28,타이니러브,본체 1개,"서울특별시 용산구 백범로 329, 1층"
822,"조작,탐색",수지테이크얼롱 프로젝트수더모빌,33,타이니러브,본체 1개,"서울특별시 용산구 백범로 329, 1층"
823,"조작,탐색",수지테이크얼롱 프로젝트수더모빌,32,타이니러브,본체 1개,"서울특별시 용산구 백범로 329, 1층"
824,언어,ABC 퓨처패드,27,토이트론,"총2개-패드, 그림책","서울특별시 용산구 백범로 329, 1층"
